Q&A,categories
BG2. 가공식품 품목별 구입 시 우선 확인하는 사항(면류)_3순위  4) 제조일자/유통기한,
BG2. 가공식품 품목별 구입 시 우선 확인하는 사항(면류)_3순위  5) 품질인증 표시,['premium_orientation']
BG2. 가공식품 품목별 구입 시 우선 확인하는 사항(면류)_3순위  6) 원산지,
BG2. 가공식품 품목별 구입 시 우선 확인하는 사항(면류)_3순위  7) 영양성분,['health_orientation']
BG2. 가공식품 품목별 구입 시 우선 확인하는 사항(면류)_3순위  8) 식품첨가물,
BG2. 가공식품 품목별 구입 시 우선 확인하는 사항(면류)_3순위  9) 원재료/성분 함량,['health_orientation']
BG2. 가공식품 품목별 구입 시 우선 확인하는 사항(면류)_3순위 10) 포장 디자인,['premium_orientation']
BG2. 가공식품 품목별 구입 시 우선 확인하는 사항(면류)_3순위 11) 포장 재활용 여부,
BG2. 가공식품 품목별 구입 시 우선 확인하는 사항(면류)_3순위 12) 기능성 표시/식품의 효능,['health_orientation']
BG2. 가공식품 품목별 구입 시 우선 확인하는 사항(면류)_3순위 13) 섭취 주의사항(알레르기 유발 등),['health_orientation']
BG2. 가공식품 품목별 구입 시 우선 확인하는 사항(면류)_3순위 14) 보관방법,
BG2. 가공식품 품목별 구입 시 우선 확인하는 사항(면류)_3순위 15) 알코올 도수,
BG2. 가공식품 품목별 구입 시 우선 확인하는 사항(면류)_3순위 51) 맛,
BG2. 가공식품 품목별 구입 시 우선 확인하는 사항(면류)_3순위 95) 구입하지 않음,
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_1순위  1) 가격,['price_sensitivity']
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_1순위  2) 용량,
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_1순위  3) 브랜드/상표/제조사,"['premium_orientation', 'brand_loyalty']"
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_1순위  4) 제조일자/유통기한,
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_1순위  5) 품질인증 표시,['premium_orientation']
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_1순위  6) 원산지,
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_1순위  7) 영양성분,['health_orientation']
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_1순위  8) 식품첨가물,
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_1순위  9) 원재료/성분 함량,['health_orientation']
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_1순위 10) 포장 디자인,['premium_orientation']
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_1순위 11) 포장 재활용 여부,
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_1순위 12) 기능성 표시/식품의 효능,['health_orientation']
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_1순위 13) 섭취 주의사항(알레르기 유발 등),['health_orientation']
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_1순위 14) 보관방법,
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_1순위 15) 알코올 도수,
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_1순위 51) 맛,
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_1순위 95) 구입하지 않음,
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_2순위  1) 가격,['price_sensitivity']
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_2순위  2) 용량,
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_2순위  3) 브랜드/상표/제조사,"['premium_orientation', 'brand_loyalty']"
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_2순위  4) 제조일자/유통기한,
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_2순위  5) 품질인증 표시,['premium_orientation']
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_2순위  6) 원산지,
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_2순위  7) 영양성분,['health_orientation']
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_2순위  8) 식품첨가물,
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_2순위  9) 원재료/성분 함량,['health_orientation']
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_2순위 10) 포장 디자인,['premium_orientation']
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_2순위 11) 포장 재활용 여부,
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_2순위 12) 기능성 표시/식품의 효능,['health_orientation']
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_2순위 13) 섭취 주의사항(알레르기 유발 등),['health_orientation']
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_2순위 14) 보관방법,
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_2순위 15) 알코올 도수,
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_2순위 51) 맛,
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_2순위 95) 구입하지 않음,
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_3순위  1) 가격,['price_sensitivity']
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_3순위  2) 용량,
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_3순위  3) 브랜드/상표/제조사,"['premium_orientation', 'brand_loyalty']"
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_3순위  4) 제조일자/유통기한,
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_3순위  5) 품질인증 표시,['premium_orientation']
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_3순위  6) 원산지,
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_3순위  7) 영양성분,['health_orientation']
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_3순위  8) 식품첨가물,
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_3순위  9) 원재료/성분 함량,['health_orientation']
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_3순위 10) 포장 디자인,['premium_orientation']
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_3순위 11) 포장 재활용 여부,
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_3순위 12) 기능성 표시/식품의 효능,['health_orientation']
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_3순위 13) 섭취 주의사항(알레르기 유발 등),['health_orientation']
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_3순위 14) 보관방법,
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_3순위 15) 알코올 도수,
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_3순위 51) 맛,
BG3. 가공식품 품목별 구입 시 우선 확인하는 사항(연식품)_3순위 95) 구입하지 않음,
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_1순위  1) 가격,['price_sensitivity']
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_1순위  2) 용량,
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_1순위  3) 브랜드/상표/제조사,"['premium_orientation', 'brand_loyalty']"
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_1순위  4) 제조일자/유통기한,
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_1순위  5) 품질인증 표시,['premium_orientation']
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_1순위  6) 원산지,
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_1순위  7) 영양성분,['health_orientation']
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_1순위  8) 식품첨가물,
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_1순위  9) 원재료/성분 함량,['health_orientation']
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_1순위 10) 포장 디자인,['premium_orientation']
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_1순위 11) 포장 재활용 여부,
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_1순위 12) 기능성 표시/식품의 효능,['health_orientation']
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_1순위 13) 섭취 주의사항(알레르기 유발 등),['health_orientation']
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_1순위 14) 보관방법,
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_1순위 15) 알코올 도수,
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_1순위 51) 맛,
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_1순위 95) 구입하지 않음,
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_2순위  1) 가격,['price_sensitivity']
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_2순위  2) 용량,
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_2순위  3) 브랜드/상표/제조사,"['premium_orientation', 'brand_loyalty']"
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_2순위  4) 제조일자/유통기한,
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_2순위  5) 품질인증 표시,['premium_orientation']
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_2순위  6) 원산지,
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_2순위  7) 영양성분,['health_orientation']
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_2순위  8) 식품첨가물,
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_2순위  9) 원재료/성분 함량,['health_orientation']
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_2순위 10) 포장 디자인,['premium_orientation']
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_2순위 11) 포장 재활용 여부,
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_2순위 12) 기능성 표시/식품의 효능,['health_orientation']
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_2순위 13) 섭취 주의사항(알레르기 유발 등),['health_orientation']
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_2순위 14) 보관방법,
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_2순위 15) 알코올 도수,
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_2순위 51) 맛,
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_2순위 95) 구입하지 않음,
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_3순위  1) 가격,['price_sensitivity']
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_3순위  2) 용량,
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_3순위  3) 브랜드/상표/제조사,"['premium_orientation', 'brand_loyalty']"
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_3순위  4) 제조일자/유통기한,
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_3순위  5) 품질인증 표시,['premium_orientation']
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_3순위  6) 원산지,
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_3순위  7) 영양성분,['health_orientation']
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_3순위  8) 식품첨가물,
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_3순위  9) 원재료/성분 함량,['health_orientation']
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_3순위 10) 포장 디자인,['premium_orientation']
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_3순위 11) 포장 재활용 여부,
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_3순위 12) 기능성 표시/식품의 효능,['health_orientation']
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_3순위 13) 섭취 주의사항(알레르기 유발 등),['health_orientation']
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_3순위 14) 보관방법,
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_3순위 15) 알코올 도수,
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_3순위 51) 맛,
BG4. 가공식품 품목별 구입 시 우선 확인하는 사항(곡물가공품)_3순위 95) 구입하지 않음,
BH2. 가공식품 품목별 구입 시 우선 확인하는 사항(커피 및 차)_1순위  1) 가격,['price_sensitivity']
BH2. 가공식품 품목별 구입 시 우선 확인하는 사항(커피 및 차)_1순위  2) 용량,
BH2. 가공식품 품목별 구입 시 우선 확인하는 사항(커피 및 차)_1순위  3) 브랜드/상표/제조사,"['premium_orientation', 'brand_loyalty']"
BH2. 가공식품 품목별 구입 시 우선 확인하는 사항(커피 및 차)_1순위  4) 제조일자/유통기한,
BH2. 가공식품 품목별 구입 시 우선 확인하는 사항(커피 및 차)_1순위  5) 품질인증 표시,['premium_orientation']
