id,SQ3,HQ2,SQ4,SQ5,SQ8,DQ1,DQ3,DQ3_1,DQ4,'brand_loyalty','cooking_convenience','health_orientation','hmr_preference','premium_orientation','price_sensitivity','variety_seeking'
4B043022,여자,50대,단순노무 종사자,고졸(대학 재학 포함),부산광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,100-200만원 미만,0.16862662746745066,0.17064613585420527,0.07963918430381524,0.13402346445824706,0.10638727934240669,0.13599537037037038,0.19992003198720512
3G103032,남자,30대,기능원 및 관련 기능 종사자,고졸(대학 재학 포함),울산광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,300-400만원 미만,0.26480470390592187,0.18750609102426666,0.09648660980660559,0.14782608695652172,0.14378116156852175,0.14573688271604937,0.2483006797281088
3G103036,남자,30대,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),울산광역시,2세대가족,기혼,맞벌이 함,600-700만원 미만,0.26291474170516593,0.19208654127278044,0.0951528552876347,0.15058661145617666,0.13663926694515563,0.14110725308641978,0.23723843795815008
3B043005,여자,20대,전문가 및 관련 종사자,고졸(대학 재학 포함),부산광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.24695506089878203,0.1852645940941429,0.08995823242427434,0.13954451345755692,0.124242015900822,0.16734182098765432,0.22657603625216582
3G103040,여자,50대,서비스 종사자,고졸(대학 재학 포함),울산광역시,1세대가족,기혼,맞벌이 함,500-600만원 미만,0.21587568248635028,0.23009453269661828,0.07437436383419326,0.14782608695652172,0.0900148228001617,0.14699074074074076,0.21897907503665204
3B043015,여자,40대,주부,대학교 졸업(전문대졸/대학원생 포함),부산광역시,1세대가족,기혼,맞벌이 하지 않음,300-400만원 미만,0.2102057958840823,0.14823116655296756,0.09662700501912885,0.13402346445824706,0.12019943403853928,0.1705246913580247,0.19592163134746102
1A000848,여자,60대 이상,서비스 종사자,대학교 졸업(전문대졸/대학원생 포함),서울특별시,2세대가족,기혼,맞벌이 함,"1,000만원 이상",0.15392692146157078,0.24666211870188093,0.07602400758134148,0.13402346445824706,0.08213178816871042,0.13001543209876545,0.16526722644275624
1A000851,여자,60대 이상,주부,고졸(대학 재학 포함),서울특별시,2세대가족,기혼,맞벌이 하지 않음,700-800만원 미만,0.19214615707685848,0.25835688529383105,0.07921799866624547,0.15058661145617666,0.10362484840318018,0.1413966049382716,0.17592962814874052
1A000555,여자,50대,판매 종사자,고졸(대학 재학 포함),서울특별시,2세대가족,기혼,맞벌이 함,500-600만원 미만,0.11171776564468712,0.1531039859662801,0.10543680460496296,0.15058661145617666,0.10861069936666216,0.20447530864197533,0.22431027588964417
4K185022,여자,60대 이상,서비스 종사자,고졸(대학 재학 포함),전라북도,2세대가족,기혼,맞벌이 함,400-500만원 미만,0.18773624527509453,0.12484163336906735,0.10427854410164615,0.1285024154589372,0.13118178143107398,0.1648341049382716,0.22830867652938827
4D054003,여자,40대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),대구광역시,2세대가족,기혼,맞벌이 함,800-900만원 미만,0.15854682906341874,0.21645063833934317,0.07504124109367871,0.136783988957902,0.08833041369087723,0.18335262345679013,0.17059842729574837
4D054006,여자,40대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),대구광역시,2세대가족,기혼,맞벌이 함,"1,000만원 이상",0.13439731205375893,0.24422570899522467,0.03766101575936261,0.1388543823326432,0.057472038808785875,0.16425540123456792,0.1412768226042916
1C000357,여자,50대,판매 종사자,고졸(대학 재학 포함),인천광역시,2세대가족,기혼,맞벌이 함,600-700만원 미만,0.08882822343553129,0.11509599454244226,0.1436594012144186,0.136783988957902,0.12505053227327853,0.12297453703703705,0.11728641876582702
1F000278,여자,60대 이상,서비스 종사자,고졸(대학 재학 포함),광주광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.11507769844603108,0.16577331644089272,0.10392755607033802,0.136783988957902,0.06879126802317746,0.11188271604938273,0.16793282686925232
4I208004,여자,60대 이상,농림어업 숙련 종사자,중졸 이하,경상북도,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,100만원 미만,0.1123477530449391,0.1423837832569925,0.08462321434839072,0.13126293995859212,0.07532677536720118,0.10792824074074076,0.2452352392376383
4K185025,여자,50대,서비스 종사자,중졸 이하,전라북도,1인 가구,기혼,맞벌이 하지 않음,100-200만원 미만,0.12893742125157498,0.13556183607835495,0.11308834368748026,0.13402346445824706,0.0962808246866999,0.1518132716049383,0.16126882580301213
1H001250,여자,50대,주부,대학교 졸업(전문대졸/대학원생 포함),경기도,2세대가족,기혼,맞벌이 하지 않음,500-600만원 미만,0.10919781604367913,0.15018029431829258,0.10297988838580605,0.15610766045548655,0.12215334860530926,0.1304976851851852,0.2572304411568706
1F000289,여자,60대 이상,서비스 종사자,고졸(대학 재학 포함),광주광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,100-200만원 미만,0.10289794204115918,0.06334665237306306,0.1057877926362711,0.026224982746721876,0.07883034631451287,0.09741512345679013,0.17992802878848463
3B043025,남자,20대,학생,고졸(대학 재학 포함),부산광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,100-200만원 미만,0.22154556908861822,0.12191794172107982,0.07440946263732406,0.13126293995859212,0.11218164667834524,0.16772762345679013,0.2145808343329335
3B027008,여자,60대 이상,서비스 종사자,고졸(대학 재학 포함),부산광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,100만원 미만,0.18458630827383454,0.13946009160900497,0.07837562739110597,0.1285024154589372,0.06697210618515025,0.17901234567901234,0.2669598827135813
1H001266,여자,50대,서비스 종사자,대학교 졸업(전문대졸/대학원생 포함),경기도,2세대가족,기혼,맞벌이 함,"900-1,000만원 미만",0.09302813943721125,0.19208654127278044,0.08434242392334422,0.15610766045548655,0.10591564479180703,0.18123070987654322,0.22257763561242172
4K185003,여자,50대,사무 종사자,고졸(대학 재학 포함),전라북도,2세대가족,기혼,맞벌이 함,500-600만원 미만,0.1854262914741705,0.12552382808693113,0.13270857463760488,0.1336093857832988,0.1351569869289853,0.17235725308641975,0.21191523390643743
3B027012,남자,20대,기능원 및 관련 기능 종사자,대학교 졸업(전문대졸/대학원생 포함),부산광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.1627467450650987,0.143358347139655,0.09013372643992841,0.136783988957902,0.08051475542379732,0.13898533950617284,0.19992003198720512
1C000362,여자,60대 이상,주부,고졸(대학 재학 포함),인천광역시,1세대가족,기혼,맞벌이 하지 않음,300-400만원 미만,0.17660646787064258,0.11217230289445473,0.1107718226808466,0.13954451345755692,0.09291200646813098,0.11651234567901235,0.10835665733706518
1H001270,여자,40대,주부,대학교 졸업(전문대졸/대학원생 포함),경기도,2세대가족,기혼,맞벌이 하지 않음,600-700만원 미만,0.1749265014699706,0.23984017152324336,0.09041451686497491,0.15610766045548655,0.105376633876836,0.18113425925925927,0.23324003731840598
3B027016,남자,20대,장치·기계 조작 및 조립 종사자,대학교 졸업(전문대졸/대학원생 포함),부산광역시,2세대가족,미혼(사별/이혼 포함),맞벌이 하지 않음,500-600만원 미만,0.15455690886182274,0.13946009160900497,0.08100803762591696,0.13402346445824706,0.06596146071957958,0.23013117283950618,0.25589764094362255
3B043045,여자,50대,사무 종사자,중졸 이하,부산광역시,1세대가족,기혼,맞벌이 함,500-600만원 미만,0.20600587988240235,0.16090049702758016,0.06960092660840266,0.13402346445824706,0.11096887211966042,0.14573688271604937,0.19592163134746102
4K185012,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),전라북도,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.16715665686686265,0.1306890166650424,0.12439015829560211,0.15058661145617666,0.1405470960786956,0.13724922839506173,0.17992802878848463
3B027020,남자,20대,서비스 종사자,고졸(대학 재학 포함),부산광역시,1세대가족,기혼,맞벌이 함,500-600만원 미만,0.11759764804703907,0.12337978754507359,0.10936787055561406,0.13609385783298825,0.12033418676728203,0.1427469135802469,0.14300946288151406
4D054009,여자,40대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),대구광역시,2세대가족,기혼,맞벌이 함,700-800만원 미만,0.07055858882822344,0.13409999025436117,0.07883191183180653,0.13333333333333333,0.10551138660557875,0.1767939814814815,0.14527522324403572
4K185019,여자,60대 이상,서비스 종사자,고졸(대학 재학 포함),전라북도,1인 가구,기혼,맞벌이 하지 않음,200-300만원 미만,0.08399832003359933,0.12484163336906735,0.13474430521919203,0.1450655624568668,0.13030588869424606,0.1413966049382716,0.1905904304944689
3B043030,남자,20대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),부산광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.21482570348593027,0.15018029431829258,0.06949563019901021,0.13402346445824706,0.13940169788438217,0.16338734567901236,0.17859522857523658
1H002165,여자,30대,주부,대학교 졸업(전문대졸/대학원생 포함),경기도,2세대가족,기혼,맞벌이 하지 않음,400-500만원 미만,0.11696766064678707,0.12191794172107982,0.12119616721069812,0.13954451345755692,0.1709338364101873,0.1375385802469136,0.10262561642009864
3B027024,여자,60대 이상,주부,대학교 졸업(전문대졸/대학원생 포함),부산광역시,1세대가족,기혼,맞벌이 하지 않음,400-500만원 미만,0.1482570348593028,0.11412143065977975,0.0845530167421291,0.11746031746031746,0.07640479719714324,0.15866126543209877,0.2572304411568706
3D052005,여자,20대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),대구광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,300-400만원 미만,0.18374632507349853,0.13263814443036742,0.12505703555508757,0.136783988957902,0.15078830346314512,0.12548225308641975,0.17592962814874052
4D054012,여자,40대,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),대구광역시,2세대가족,기혼,맞벌이 함,500-600만원 미만,0.12767744645107099,0.15066757625962382,0.09848724158506196,0.12781228433402345,0.10160355747203881,0.1787229938271605,0.10928961748633881
4I208012,여자,60대 이상,주부,고졸(대학 재학 포함),경상북도,1세대가족,기혼,맞벌이 하지 않음,200-300만원 미만,0.07832843343133136,0.13994737355033623,0.07665578603769611,0.12781228433402345,0.061042986120468934,0.10706018518518519,0.30521124883379985
4K185034,여자,50대,서비스 종사자,고졸(대학 재학 포함),전라북도,2세대가족,기혼,맞벌이 하지 않음,200-300만원 미만,0.06362872742545149,0.13751096384367997,0.1455196377803517,0.1533471359558316,0.12680231774693437,0.13695987654320987,0.23230707716913238
4D054015,여자,50대,주부,대학교 졸업(전문대졸/대학원생 포함),대구광역시,2세대가족,기혼,맞벌이 함,"1,000만원 이상",0.11108777824443511,0.13215086248903615,0.061879189919623746,0.13333333333333333,0.06865651529443471,0.15943287037037038,0.23457283753165403
3D052050,여자,60대 이상,장치·기계 조작 및 조립 종사자,대학교 졸업(전문대졸/대학원생 포함),대구광역시,1세대가족,기혼,맞벌이 함,500-600만원 미만,0.20432591348173038,0.13780333300847872,0.1078937208241199,0.1285024154589372,0.14438754884786417,0.1564429012345679,0.2065840330534453
1C000363,여자,60대 이상,기능원 및 관련 기능 종사자,고졸(대학 재학 포함),인천광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.12935741285174296,0.11509599454244226,0.13274367344073568,0.136783988957902,0.05700040425818622,0.1017554012345679,0.1683326669332267
4K185031,여자,50대,서비스 종사자,고졸(대학 재학 포함),전라북도,1세대가족,기혼,맞벌이 함,400-500만원 미만,0.06929861402771945,0.12776532501705487,0.14987188936857254,0.14230503795721186,0.1398733324349818,0.14853395061728394,0.21324803411968546
4K185028,여자,50대,서비스 종사자,고졸(대학 재학 포함),전라북도,1세대가족,기혼,맞벌이 함,500-600만원 미만,0.0503989920201596,0.1316635805477049,0.14622161384296797,0.14782608695652172,0.14667834523649104,0.12519290123456792,0.2105824336931894
1A000789,여자,40대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),서울특별시,2세대가족,기혼,맞벌이 함,700-800만원 미만,0.19382612347753045,0.10223175129129716,0.08704503176441683,0.11953071083505866,0.13764991241072633,0.14834104938271606,0.11328801812608291
1C000370,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),인천광역시,1세대가족,기혼,맞벌이 함,700-800만원 미만,0.1001679966400672,0.11704512230776729,0.12498683794882595,0.14230503795721186,0.055046489691416255,0.10223765432098766,0.1599360255897641
1H002198,여자,40대,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),경기도,2세대가족,기혼,맞벌이 함,500-600만원 미만,0.09155816883662327,0.12484163336906735,0.12417956547681724,0.13126293995859212,0.12592642501010645,0.14949845679012347,0.1212848194055711
3D052010,여자,50대,서비스 종사자,대학교 졸업(전문대졸/대학원생 포함),대구광역시,1세대가족,기혼,맞벌이 함,500-600만원 미만,0.15518689626207477,0.14530747490498003,0.1112983047278088,0.14230503795721186,0.1207384449535103,0.15615354938271606,0.23324003731840598
4D054018,여자,50대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),대구광역시,2세대가족,기혼,맞벌이 함,600-700만원 미만,0.14594708105837884,0.143358347139655,0.09399459478431786,0.13954451345755692,0.11339442123703006,0.18904320987654322,0.15593762495002
3D052045,여자,30대,서비스 종사자,대학교 졸업(전문대졸/대학원생 포함),대구광역시,2세대가족,기혼,맞벌이 함,400-500만원 미만,0.17849643007139857,0.12581619725172985,0.07405847460601593,0.136783988957902,0.0997170192696402,0.15210262345679013,0.22391043582566975
3D052030,여자,60대 이상,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),대구광역시,1세대가족,기혼,맞벌이 함,600-700만원 미만,0.22700545989080217,0.13975246077380374,0.10487522375486996,0.13126293995859212,0.1377172887750977,0.14072145061728397,0.23590563774490206
4I208016,여자,60대 이상,주부,고졸(대학 재학 포함),경상북도,1세대가족,기혼,맞벌이 하지 않음,300-400만원 미만,0.07874842503149937,0.14433291102231752,0.08792250184268717,0.13126293995859212,0.05949332973992723,0.10223765432098766,0.3078768492602959
4D054021,여자,30대,주부,대학교 졸업(전문대졸/대학원생 포함),대구광역시,1세대가족,기혼,맞벌이 하지 않음,300-400만원 미만,0.11675766484670307,0.17259526361953026,0.07321610333087641,0.13402346445824706,0.06036922247675515,0.17534722222222224,0.11195521791283487
1A000527,여자,60대 이상,주부,고졸(대학 재학 포함),서울특별시,2세대가족,기혼,맞벌이 하지 않음,600-700만원 미만,0.14195716085678287,0.15895136926225514,0.10041767575725669,0.13954451345755692,0.10935183937474734,0.16589506172839508,0.19325603092096497
1C000377,여자,40대,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),인천광역시,2세대가족,기혼,맞벌이 함,400-500만원 미만,0.08882822343553129,0.11119773901179222,0.14857323365273245,0.13402346445824706,0.058347931545613796,0.0935570987654321,0.10395841663334666
3G107040,여자,60대 이상,주부,중졸 이하,울산광역시,1세대가족,기혼,맞벌이 하지 않음,300-400만원 미만,0.11990760184796305,0.13098138582984117,0.09399459478431786,0.13126293995859212,0.09776310470287022,0.11439043209876543,0.17366386778621887
3B043010,남자,20대,서비스 종사자,고졸(대학 재학 포함),부산광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,300-400만원 미만,0.20642587148257036,0.17844264691550532,0.07855112140676003,0.13954451345755692,0.09776310470287022,0.15769675925925927,0.18126082900173265
1F000464,여자,40대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),광주광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.15896682066358675,0.13000682194717866,0.08486890597030641,0.13402346445824706,0.0931141355612451,0.12712191358024694,0.17859522857523658
1A000547,여자,60대 이상,주부,대학교 졸업(전문대졸/대학원생 포함),서울특별시,2세대가족,기혼,맞벌이 하지 않음,700-800만원 미만,0.26858462830743385,0.14170158853912876,0.09311712470604754,0.15058661145617666,0.15146206710685892,0.18248456790123457,0.26389444222311076
3B043040,여자,50대,주부,고졸(대학 재학 포함),부산광역시,1세대가족,기혼,맞벌이 하지 않음,400-500만원 미만,0.21629567408651829,0.14725660267030505,0.0657400582640132,0.14230503795721186,0.10820644118043389,0.18566743827160495,0.23723843795815008
3G107020,여자,60대 이상,주부,고졸(대학 재학 포함),울산광역시,1세대가족,기혼,맞벌이 하지 않음,400-500만원 미만,0.1761864762704746,0.1787350160803041,0.07100487873363519,0.13402346445824706,0.06259264250101065,0.1177662037037037,0.24390243902439027
3G106007,여자,60대 이상,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),울산광역시,1세대가족,기혼,맞벌이 함,500-600만원 미만,0.14069718605627887,0.2232725855179807,0.08887016952721911,0.15058661145617666,0.06892602075192023,0.14901620370370372,0.19325603092096497
4G107018,여자,50대,서비스 종사자,고졸(대학 재학 포함),울산광역시,2세대가족,기혼,맞벌이 함,600-700만원 미만,0.15875682486350273,0.13458727219569244,0.08567617844231512,0.14230503795721186,0.09897587926155504,0.1099537037037037,0.25056644009063045
1A000556,여자,50대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),서울특별시,2세대가족,기혼,맞벌이 함,800-900만원 미만,0.23309533809323815,0.14365071630445378,0.1052613105893089,0.15058661145617666,0.14997978709068857,0.14641203703703706,0.28521924563507933
3G106014,여자,60대 이상,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),울산광역시,1세대가족,기혼,맞벌이 함,600-700만원 미만,0.10142797144057118,0.1755189552675178,0.08637815450493139,0.15058661145617666,0.07135156986928985,0.1089891975308642,0.22391043582566975
4G107036,여자,60대 이상,주부,고졸(대학 재학 포함),울산광역시,1세대가족,기혼,맞벌이 하지 않음,300-400만원 미만,0.16547669046619068,0.14530747490498003,0.070478396686673,0.12022084195997239,0.07216008624174639,0.11236496913580248,0.2652272424363588
1J000470,여자,50대,서비스 종사자,고졸(대학 재학 포함),경상남도,1세대가족,기혼,맞벌이 함,400-500만원 미만,0.14405711885762285,0.14920573043563007,0.09111649292759118,0.1285024154589372,0.09169923190944616,0.13242669753086422,0.22790883646541385
1A000559,여자,40대,판매 종사자,고졸(대학 재학 포함),서울특별시,2세대가족,기혼,맞벌이 함,600-700만원 미만,0.17975640487190256,0.1423837832569925,0.08995823242427434,0.14782608695652172,0.12437676862956475,0.15866126543209877,0.26656004264960687
3G106028,여자,60대 이상,서비스 종사자,고졸(대학 재학 포함),울산광역시,1세대가족,기혼,맞벌이 함,700-800만원 미만,0.06089878202435951,0.17259526361953026,0.08543048682039943,0.13126293995859212,0.05315995148901766,0.11959876543209877,0.24296947887511666
3A249002,여자,60대 이상,주부,고졸(대학 재학 포함),서울특별시,1세대가족,기혼,맞벌이 하지 않음,100-200만원 미만,0.17240655186896262,0.03313517201052529,0.07346179495279212,0.023464458247066944,0.10989085028971836,0.14795524691358025,0.21857923497267762
1A000021,남자,60대 이상,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),서울특별시,1세대가족,기혼,맞벌이 함,500-600만원 미만,0.10478790424191516,0.14140921937433,0.06303745042294058,0.13402346445824706,0.053025198760274894,0.12056327160493828,0.28521924563507933
3J229004,여자,50대,판매 종사자,고졸(대학 재학 포함),경상남도,2세대가족,기혼,맞벌이 함,400-500만원 미만,0.18458630827383454,0.14140921937433,0.0906953072900214,0.136783988957902,0.11790863764991241,0.11844135802469136,0.23057443689190993
1A001817,여자,30대,주부,대학교 졸업(전문대졸/대학원생 포함),서울특별시,2세대가족,기혼,맞벌이 하지 않음,400-500만원 미만,0.1616967660646787,0.15018029431829258,0.06142290547892317,0.13126293995859212,0.09991914836275435,0.13493441358024694,0.18965747034519528
3J229003,여자,40대,판매 종사자,고졸(대학 재학 포함),경상남도,2세대가족,미혼(사별/이혼 포함),맞벌이 하지 않음,400-500만원 미만,0.13124737505249895,0.1306890166650424,0.08258748376680355,0.136783988957902,0.08577011184476485,0.11795910493827161,0.23990403838464616
1A001813,여자,40대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),서울특별시,2세대가족,기혼,맞벌이 함,700-800만원 미만,0.21419571608567828,0.1496930123769613,0.0769014776596118,0.1305728088336784,0.10443336477563671,0.15981867283950618,0.25056644009063045
1J000465,여자,60대 이상,주부,고졸(대학 재학 포함),경상남도,2세대가족,기혼,맞벌이 하지 않음,400-500만원 미만,0.1868962620747585,0.17454439138485528,0.08894036713348075,0.13402346445824706,0.10227732111575259,0.12403549382716049,0.20791683326669333
1A000792,여자,50대,주부,대학교 졸업(전문대졸/대학원생 포함),서울특별시,2세대가족,기혼,맞벌이 하지 않음,800-900만원 미만,0.19319613607727845,0.11051554429392849,0.09101119651819874,0.13126293995859212,0.14688047432960516,0.11969521604938271,0.16526722644275624
3B027032,여자,50대,주부,고졸(대학 재학 포함),부산광역시,1세대가족,기혼,맞벌이 하지 않음,300-400만원 미만,0.1879462410751785,0.1891628496247929,0.06538907023270507,0.14230503795721186,0.06454655706778062,0.14737654320987656,0.25856324137011866
1A000797,여자,50대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),서울특별시,2세대가족,기혼,맞벌이 함,700-800만원 미만,0.14090718185636286,0.16041321508624892,0.06924993857709452,0.13333333333333333,0.09277725373938821,0.14303626543209877,0.1949886711981874
3J235004,여자,60대 이상,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),경상남도,1세대가족,기혼,맞벌이 함,400-500만원 미만,0.20999580008399832,0.1199688139557548,0.1041732476922537,0.136783988957902,0.13650451421641288,0.15557484567901236,0.2256430761028922
1J000543,여자,50대,판매 종사자,고졸(대학 재학 포함),경상남도,2세대가족,기혼,맞벌이 하지 않음,200-300만원 미만,0.12179756404871903,0.17064613585420527,0.08434242392334422,0.136783988957902,0.08395095000673763,0.11024305555555555,0.20125283220045317
3J235032,여자,40대,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),경상남도,2세대가족,기혼,맞벌이 함,500-600만원 미만,0.19634607307853844,0.11704512230776729,0.10241830753571304,0.13954451345755692,0.17639132192426896,0.15653935185185186,0.18565906970545118
3J235012,여자,40대,서비스 종사자,대학교 졸업(전문대졸/대학원생 포함),경상남도,2세대가족,기혼,맞벌이 함,500-600만원 미만,0.26858462830743385,0.11509599454244226,0.11435190060018954,0.13954451345755692,0.2116965368548713,0.15046296296296297,0.13767826202852193
3G106035,여자,60대 이상,서비스 종사자,대학교 졸업(전문대졸/대학원생 포함),울산광역시,1세대가족,기혼,맞벌이 함,500-600만원 미만,0.09722805543889122,0.16187506091024267,0.1068407567301955,0.1533471359558316,0.06865651529443471,0.11670524691358025,0.24656803945088632
3G106049,여자,50대,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),울산광역시,1세대가족,기혼,맞벌이 함,600-700만원 미만,0.1511969760604788,0.14628203878764254,0.09564423853146609,0.15058661145617666,0.07883034631451287,0.11140046296296297,0.27055844328935097
3G101020,여자,60대 이상,주부,고졸(대학 재학 포함),울산광역시,1세대가족,기혼,맞벌이 하지 않음,500-600만원 미만,0.18185636287274254,0.14287106519832377,0.09610052297216666,0.13609385783298825,0.14169249427300903,0.11766975308641976,0.21857923497267762
3G106056,여자,60대 이상,서비스 종사자,고졸(대학 재학 포함),울산광역시,1세대가족,기혼,맞벌이 함,500-600만원 미만,0.07979840403191936,0.13458727219569244,0.11533466708785231,0.1616287094547964,0.07883034631451287,0.12085262345679013,0.24030387844862058
1H002199,여자,50대,서비스 종사자,대학교 졸업(전문대졸/대학원생 포함),경기도,2세대가족,기혼,맞벌이 함,600-700만원 미만,0.09575808483830324,0.15407854984894262,0.10599838545505598,0.12022084195997239,0.11986255221668239,0.12181712962962964,0.10395841663334666
1J000514,여자,40대,서비스 종사자,고졸(대학 재학 포함),경상남도,2세대가족,기혼,맞벌이 함,400-500만원 미만,0.07139857202855943,0.13751096384367997,0.10476992734547752,0.136783988957902,0.07667430265462875,0.11188271604938273,0.21591363454618154
3G107055,여자,60대 이상,판매 종사자,고졸(대학 재학 포함),울산광역시,2세대가족,기혼,맞벌이 함,600-700만원 미만,0.15728685426291475,0.14823116655296756,0.0805868519883472,0.13402346445824706,0.08213178816871042,0.1162229938271605,0.25056644009063045
1A001237,여자,60대 이상,주부,고졸(대학 재학 포함),서울특별시,2세대가족,기혼,맞벌이 하지 않음,600-700만원 미만,0.23078538429231418,0.15339635513107885,0.09522305289389632,0.14230503795721186,0.1349548578358712,0.1722608024691358,0.2572304411568706
3A020001,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),서울특별시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,300-400만원 미만,0.16988660226795466,0.15632004677906639,0.07960408550068443,0.15610766045548655,0.11117100121277455,0.17447916666666669,0.26789284286285486
3A020003,여자,30대,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),서울특별시,1세대가족,기혼,맞벌이 함,600-700만원 미만,0.21944561108777824,0.14628203878764254,0.09715348706609106,0.15058661145617666,0.12922786686430401,0.15721450617283952,0.27762228441956555
1A001274,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),서울특별시,1세대가족,기혼,맞벌이 함,600-700만원 미만,0.23162536749265014,0.16284962479290518,0.08890526833034994,0.1450655624568668,0.1608947581188519,0.13339120370370372,0.26562708250033323
1A001241,여자,40대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),서울특별시,1세대가족,기혼,맞벌이 함,600-700만원 미만,0.26291474170516593,0.14823116655296756,0.09136218454950687,0.1533471359558316,0.17086646004581593,0.15653935185185186,0.26962548314007734
1A001260,여자,40대,주부,대학교 졸업(전문대졸/대학원생 포함),서울특별시,1세대가족,기혼,맞벌이 하지 않음,400-500만원 미만,0.2383452330953381,0.1297144527823799,0.07732266329718157,0.1450655624568668,0.1646678345236491,0.15866126543209877,0.2452352392376383
3G106070,여자,50대,서비스 종사자,대학교 졸업(전문대졸/대학원생 포함),울산광역시,2세대가족,기혼,맞벌이 함,600-700만원 미만,0.13817723645527089,0.15700224149693012,0.10427854410164615,0.15886818495514146,0.09102546826573238,0.12201003086419754,0.25989604158336665
4K187006,여자,60대 이상,사무 종사자,고졸(대학 재학 포함),전라북도,1세대가족,기혼,맞벌이 함,400-500만원 미만,0.16610667786644268,0.12649839196959362,0.13832438313853498,0.125327812284334,0.16547635089610563,0.14969135802469136,0.15727042516326803
4K187012,여자,60대 이상,주부,고졸(대학 재학 포함),전라북도,1세대가족,기혼,맞벌이 하지 않음,300-400만원 미만,0.10898782024359513,0.12747295585225613,0.13590256572250886,0.1418909592822636,0.15274221802991508,0.1728395061728395,0.16526722644275624
3G106079,여자,50대,서비스 종사자,대학교 졸업(전문대졸/대학원생 포함),울산광역시,2세대가족,기혼,맞벌이 함,600-700만원 미만,0.11507769844603108,0.1521294220836176,0.10326067881085255,0.1616287094547964,0.0758657862821722,0.12008101851851852,0.28521924563507933
4K187018,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),전라북도,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,300-400만원 미만,0.14342713145737085,0.143358347139655,0.1004527745603875,0.136783988957902,0.16439832906616358,0.16801697530864196,0.194588831134213
4K187060,남자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),전라북도,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.13691726165476692,0.13458727219569244,0.1254431223895265,0.13954451345755692,0.14822800161703273,0.16107253086419754,0.18659202985472478
4K187024,여자,60대 이상,서비스 종사자,고졸(대학 재학 포함),전라북도,2세대가족,기혼,맞벌이 하지 않음,200-300만원 미만,0.07349853002939942,0.11948153201442355,0.12288090976097717,0.12781228433402345,0.13711090149575528,0.1882716049382716,0.20391843262694923
